# BUSCO version is: 3.0.0 
# The lineage dataset is: protists_ensembl (Creation date: 2016-11-15, number of species: 33, number of BUSCOs: 215)
# To reproduce this run: python /software/applications/busco/3.0.0/scripts/run_BUSCO.py -i /storage/home/users/dro/PipelineAnalyses/Nu_Nu_Analysis/CompanionDownloads/sks048/proteins.fasta -o sks048 -l /storage/home/users/dro/Tools/augustusConfig/protists_ensembl/ -m proteins -c 32 --long -z
#
# Busco id	Status	Sequence	Score	Length
EPrGT00050000000021	Missing
EPrGT00050000002879	Complete	PKCLINC048_060011700.1	112.1	159
EPrGT00050000002887	Complete	PKCLINC048_120065800.1	312.6	304
EPrGT00050000003007	Complete	PKCLINC048_100022500.1	173.3	203
EPrGT00050000003076	Complete	PKCLINC048_090038500.1	388.6	406
EPrGT00050000003113	Missing
EPrGT00050000003116	Complete	PKCLINC048_080027300.1	176.8	108
EPrGT00050000003119	Complete	PKCLINC048_070026900.1	137.8	87
EPrGT00050000003122	Missing
EPrGT00050000003160	Missing
EPrGT00050000003199	Complete	PKCLINC048_140048700.1	174.0	144
EPrGT00050000003237	Complete	PKCLINC048_090028700.1	134.5	91
EPrGT00050000003239	Complete	PKCLINC048_100021200.1	362.4	454
EPrGT00050000003303	Missing
EPrGT00050000003367	Complete	PKCLINC048_130047600.1	138.6	126
EPrGT00050000003390	Complete	PKCLINC048_030023000.1	371.0	322
EPrGT00050000003415	Missing
EPrGT00050000003588	Missing
EPrGT00050000003603	Complete	PKCLINC048_140007700.1	192.8	194
EPrGT00050000003615	Missing
EPrGT00050000003620	Missing
EPrGT00050000003868	Missing
EPrGT00050000003931	Complete	PKCLINC048_090027800.1	188.8	199
EPrGT00050000003964	Complete	PKCLINC048_110008000.1	824.3	505
EPrGT00050000004000	Complete	PKCLINC048_070008200.1	190.1	163
EPrGT00050000004027	Missing
EPrGT00050000004090	Complete	PKCLINC048_040020100.1	877.8	746
EPrGT00050000004139	Complete	PKCLINC048_020009200.1	472.9	369
EPrGT00050000004141	Complete	PKCLINC048_080040500.1	1323.1	795
EPrGT00050000004155	Missing
EPrGT00050000004169	Complete	PKCLINC048_010021300.1	200.1	201
EPrGT00050000004171	Complete	PKCLINC048_120015100.1	207.5	170
EPrGT00050000004283	Complete	PKCLINC048_060014900.1	546.2	481
EPrGT00050000004299	Complete	PKCLINC048_110046000.1	222.9	311
EPrGT00050000004324	Complete	PKCLINC048_140049100.1	149.7	89
EPrGT00050000004348	Missing
EPrGT00050000004425	Complete	PKCLINC048_080017600.1	513.6	435
EPrGT00050000004725	Complete	PKCLINC048_130053400.1	313.0	282
EPrGT00050000004757	Missing
EPrGT00050000004774	Complete	PKCLINC048_090043100.1	177.1	258
EPrGT00050000004785	Complete	PKCLINC048_080042900.1	505.1	430
EPrGT00050000004860	Complete	PKCLINC048_010023700.1	403.5	424
EPrGT00050000004932	Complete	PKCLINC048_080015600.1	315.8	208
EPrGT00050000004969	Complete	PKCLINC048_060008100.1	131.3	85
EPrGT00050000005003	Complete	PKCLINC048_090030700.1	263.0	198
EPrGT00050000005020	Complete	PKCLINC048_080011900.1	264.9	378
EPrGT00050000005111	Complete	PKCLINC048_090046900.1	183.4	100
EPrGT00050000005127	Complete	PKCLINC048_100033700.1	125.8	73
EPrGT00050000005128	Complete	PKCLINC048_120019600.1	143.5	139
EPrGT00050000005163	Missing
EPrGT00050000005182	Complete	PKCLINC048_080046600.1	153.5	121
EPrGT00050000005194	Complete	PKCLINC048_140020800.1	240.4	207
EPrGT00050000005212	Missing
EPrGT00050000005290	Missing
EPrGT00050000005304	Complete	PKCLINC048_020012700.1	255.3	272
EPrGT00050000005330	Complete	PKCLINC048_140011800.1	97.8	117
EPrGT00050000005339	Complete	PKCLINC048_050015400.1	196.3	142
EPrGT00050000005370	Complete	PKCLINC048_100009600.1	287.8	342
EPrGT00050000005384	Complete	PKCLINC048_040007200.1	128.0	76
EPrGT00050000005427	Fragmented	PKCLINC048_120025400.1	214.5	154
EPrGT00050000005439	Complete	PKCLINC048_090044900.1	203.8	185
EPrGT00050000005459	Complete	PKCLINC048_030020000.1	131.2	88
EPrGT00050000005482	Complete	PKCLINC048_120064600.1	231.2	168
EPrGT00050000005485	Duplicated	PKCLINC048_110036000.1	163.6	132
EPrGT00050000005485	Duplicated	PKCLINC048_110036600.1	163.6	132
EPrGT00050000005498	Complete	PKCLINC048_100033400.1	190.9	117
EPrGT00050000005502	Missing
EPrGT00050000005514	Complete	PKCLINC048_090033500.1	329.5	241
EPrGT00050000005516	Missing
EPrGT00050000005533	Complete	PKCLINC048_080013900.1	312.1	218
EPrGT00050000005562	Complete	PKCLINC048_080042300.1	162.5	112
EPrGT00050000005628	Missing
EPrGT00050000005659	Missing
EPrGT00050000005670	Complete	PKCLINC048_100017200.1	640.0	410
EPrGT00050000005683	Complete	PKCLINC048_140068500.1	131.5	78
EPrGT00050000005687	Complete	PKCLINC048_120032600.1	183.9	108
EPrGT00050000005712	Complete	PKCLINC048_020018300.1	459.8	299
EPrGT00050000005714	Missing
EPrGT00050000005721	Complete	PKCLINC048_120048700.1	267.0	258
EPrGT00050000005732	Complete	PKCLINC048_010011500.1	404.6	238
EPrGT00050000005743	Complete	PKCLINC048_060006900.1	256.5	191
EPrGT00050000005769	Missing
EPrGT00050000005783	Complete	PKCLINC048_140020700.1	145.4	162
EPrGT00050000005798	Complete	PKCLINC048_030013800.1	208.4	181
EPrGT00050000005800	Complete	PKCLINC048_010016000.1	415.9	270
EPrGT00050000005808	Complete	PKCLINC048_030025700.1	213.4	133
EPrGT00050000005815	Missing
EPrGT00050000005840	Complete	PKCLINC048_100008400.1	226.7	159
EPrGT00050000005847	Complete	PKCLINC048_030018300.1	123.2	131
EPrGT00050000005852	Complete	PKCLINC048_090043400.1	134.9	95
EPrGT00050000005857	Complete	PKCLINC048_050008900.1	146.3	121
EPrGT00050000005858	Complete	PKCLINC048_110041200.1	269.9	168
EPrGT00050000005863	Complete	PKCLINC048_090047500.1	120.7	73
EPrGT00050000005885	Complete	PKCLINC048_100035700.1	143.0	95
EPrGT00050000005914	Complete	PKCLINC048_040029900.1	137.5	123
EPrGT00050000005939	Complete	PKCLINC048_040018000.1	340.4	223
EPrGT00050000005940	Missing
EPrGT00050000005944	Complete	PKCLINC048_130055700.1	200.6	147
EPrGT00050000005954	Missing
EPrGT00050000005957	Complete	PKCLINC048_030022500.1	319.1	308
EPrGT00050000005966	Complete	PKCLINC048_120068200.1	476.2	335
EPrGT00050000005974	Missing
EPrGT00050000005991	Missing
EPrGT00050000005993	Complete	PKCLINC048_130023400.1	106.3	117
EPrGT00050000005995	Complete	PKCLINC048_070005600.1	151.6	126
EPrGT00050000006007	Missing
EPrGT00050000006021	Complete	PKCLINC048_070014000.1	254.4	296
EPrGT00050000006026	Complete	PKCLINC048_130015500.1	312.7	300
EPrGT00050000006045	Complete	PKCLINC048_110022600.1	399.9	335
EPrGT00050000006077	Complete	PKCLINC048_090031700.1	117.5	78
EPrGT00050000006079	Complete	PKCLINC048_120055800.1	124.8	74
EPrGT00050000006089	Complete	PKCLINC048_120072800.1	377.0	214
EPrGT00050000006094	Complete	PKCLINC048_080007400.1	175.1	99
EPrGT00050000006107	Missing
EPrGT00050000006117	Complete	PKCLINC048_100019000.1	152.4	114
EPrGT00050000006133	Complete	PKCLINC048_060007400.1	350.5	341
EPrGT00050000007812	Complete	PKCLINC048_080025200.1	330.1	282
EPrGT00060000009593	Complete	PKCLINC048_040019500.1	55.8	53
EPrGT00080000010433	Missing
EPrGT00080000010443	Missing
EPrGT00080000010466	Missing
EPrGT00080000010490	Missing
EPrGT00080000010691	Missing
EPrGT00100000018366	Complete	PKCLINC048_060023100.1	531.3	357
EPrGT00100000018398	Complete	PKCLINC048_120021600.1	421.3	319
EPrGT00100000018425	Complete	PKCLINC048_110027700.1	604.6	714
EPrGT00100000018436	Complete	PKCLINC048_140029500.1	673.9	697
EPrGT00130000022637	Complete	PKCLINC048_130047200.1	113.3	74
EPrGT00130000022638	Complete	PKCLINC048_140009500.1	99.0	85
EPrGT00130000022654	Complete	PKCLINC048_030007000.1	534.0	535
EPrGT00130000022657	Missing
EPrGT00130000022658	Missing
EPrGT00180000031562	Complete	PKCLINC048_120039100.1	493.6	705
EPrGT00180000031570	Complete	PKCLINC048_080040800.1	331.6	324
EPrGT00180000031577	Complete	PKCLINC048_090039600.1	287.7	212
EPrGT00300000062272	Complete	PKCLINC048_040020000.1	314.0	358
EPrGT00300000062282	Duplicated	PKCLINC048_050015500.1	357.8	219
EPrGT00300000062282	Duplicated	PKCLINC048_120019400.1	357.8	219
EPrGT00300000062282	Duplicated	PKCLINC048_140066600.1	357.8	219
EPrGT00300000062292	Complete	PKCLINC048_130048800.1	377.2	298
EPrGT00300000062294	Complete	PKCLINC048_040027700.1	201.1	226
EPrGT00300000062297	Complete	PKCLINC048_140016400.1	747.5	385
EPrGT00300000062306	Missing
EPrGT00300000062307	Missing
EPrGT00300000062311	Missing
EPrGT00300000062313	Complete	PKCLINC048_030016200.1	303.3	267
EPrGT00300000062326	Missing
EPrGT00300000062330	Complete	PKCLINC048_120075400.1	137.6	142
EPrGT00300000062331	Complete	PKCLINC048_140063300.1	539.2	420
EPrGT00300000062349	Complete	PKCLINC048_030019600.1	277.2	263
EPrGT00300000062353	Complete	PKCLINC048_090030300.1	119.6	64
EPrGT00310000125947	Complete	PKCLINC048_090049500.1	133.1	368
EPrGT00310000126007	Complete	PKCLINC048_110049600.1	921.4	811
EPrGT00310000126008	Complete	PKCLINC048_110023200.1	331.3	200
EPrGT00310000126010	Complete	PKCLINC048_140023600.1	922.7	1231
EPrGT00310000126014	Missing
EPrGT00310000126021	Missing
EPrGT00740000041381	Missing
