# BUSCO version is: 3.0.0 
# The lineage dataset is: protists_ensembl (Creation date: 2016-11-15, number of species: 33, number of BUSCOs: 215)
# To reproduce this run: python /software/applications/busco/3.0.0/scripts/run_BUSCO.py -i /storage/home/users/dro/PipelineAnalyses/Nu_Nu_Analysis/CompanionDownloads/sks047/proteins.fasta -o sks047 -l /storage/home/users/dro/Tools/augustusConfig/protists_ensembl/ -m proteins -c 32 --long -z
#
# Busco id	Status	Sequence	Score	Length
EPrGT00050000000021	Missing
EPrGT00050000006094	Complete	PKCLINC047_080007600.1	175.1	99
EPrGT00050000006107	Missing
EPrGT00050000006117	Complete	PKCLINC047_100018700.1	152.4	114
EPrGT00050000006133	Complete	PKCLINC047_060006900.1	350.5	341
EPrGT00050000007812	Complete	PKCLINC047_080025100.1	330.1	282
EPrGT00060000009593	Complete	PKCLINC047_040018800.1	55.9	53
EPrGT00080000010433	Missing
EPrGT00080000010443	Missing
EPrGT00080000010466	Missing
EPrGT00080000010490	Missing
EPrGT00080000010691	Missing
EPrGT00100000018366	Complete	PKCLINC047_060022000.1	531.3	357
EPrGT00100000018398	Complete	PKCLINC047_120021600.1	421.3	319
EPrGT00100000018425	Complete	PKCLINC047_110027200.1	605.5	714
EPrGT00100000018436	Complete	PKCLINC047_140029200.1	673.9	697
EPrGT00130000022637	Complete	PKCLINC047_130047300.1	113.3	74
EPrGT00130000022638	Complete	PKCLINC047_140009400.1	99.0	85
EPrGT00130000022654	Complete	PKCLINC047_030007000.1	533.2	535
EPrGT00130000022657	Missing
EPrGT00130000022658	Missing
EPrGT00180000031562	Complete	PKCLINC047_120039300.1	490.8	698
EPrGT00180000031570	Complete	PKCLINC047_080038700.1	330.5	324
EPrGT00180000031577	Complete	PKCLINC047_090038700.1	287.7	212
EPrGT00300000062272	Complete	PKCLINC047_040019300.1	313.1	359
EPrGT00300000062282	Duplicated	PKCLINC047_050015200.1	357.8	219
EPrGT00300000062282	Duplicated	PKCLINC047_120019400.1	357.8	219
EPrGT00300000062282	Duplicated	PKCLINC047_140065300.1	357.7	219
EPrGT00300000062292	Complete	PKCLINC047_130048900.1	377.1	298
EPrGT00300000062294	Complete	PKCLINC047_040026700.1	199.0	231
EPrGT00300000062297	Complete	PKCLINC047_140016200.1	747.5	385
EPrGT00300000062306	Missing
EPrGT00300000062307	Missing
EPrGT00300000062311	Missing
EPrGT00300000062313	Complete	PKCLINC047_030017000.1	299.9	267
EPrGT00300000062326	Missing
EPrGT00300000062330	Complete	PKCLINC047_120075300.1	137.6	142
EPrGT00300000062331	Complete	PKCLINC047_140062500.1	539.9	421
EPrGT00300000062349	Complete	PKCLINC047_030020200.1	278.0	263
EPrGT00300000062353	Complete	PKCLINC047_090029200.1	119.6	64
EPrGT00310000125947	Complete	PKCLINC047_090048700.1	132.6	368
EPrGT00310000126007	Complete	PKCLINC047_110048900.1	921.8	811
EPrGT00310000126008	Complete	PKCLINC047_110023000.1	331.3	200
EPrGT00310000126010	Complete	PKCLINC047_140023300.1	922.7	1231
EPrGT00310000126014	Missing
EPrGT00310000126021	Missing
EPrGT00740000041381	Missing
