# BUSCO version is: 3.0.0 
# The lineage dataset is: protists_ensembl (Creation date: 2016-11-15, number of species: 33, number of BUSCOs: 215)
# To reproduce this run: python /software/applications/busco/3.0.0/scripts/run_BUSCO.py -i ../Index/Pknowlesi_proteins.fasta -o PKNH -l /storage/home/users/dro/Tools/augustusConfig/protists_ensembl/ -m proteins -c 32 --long -z
#
# Busco id	Status	Sequence	Score	Length
EPrGT00050000000021	Missing
EPrGT00050000005847	Complete	PKNH_0313800.1:pep	123.2	131
EPrGT00050000005852	Complete	PKNH_0937900.1:pep	134.9	95
EPrGT00050000005857	Complete	PKNH_0504300.1:pep	145.9	127
EPrGT00050000005858	Complete	PKNH_1135500.1:pep	269.9	168
EPrGT00050000005863	Complete	PKNH_0941900.1:pep	120.7	73
EPrGT00050000005885	Complete	PKNH_1029800.1:pep	143.0	95
EPrGT00050000005914	Complete	PKNH_0424500.1:pep	137.5	123
EPrGT00050000005939	Complete	PKNH_0412900.1:pep	340.4	223
EPrGT00050000005940	Missing
EPrGT00050000005944	Complete	PKNH_1351400.1:pep	200.6	147
EPrGT00050000005954	Missing
EPrGT00050000005957	Complete	PKNH_0317500.1:pep	318.4	308
EPrGT00050000005966	Complete	PKNH_1263200.1:pep	476.2	335
EPrGT00050000005974	Missing
EPrGT00050000005991	Missing
EPrGT00050000005993	Missing
EPrGT00050000005995	Complete	PKNH_0700800.1:pep	151.6	126
EPrGT00050000006007	Missing
EPrGT00050000006021	Complete	PKNH_0708900.1:pep	252.7	295
EPrGT00050000006026	Complete	PKNH_1311000.1:pep	312.4	297
EPrGT00050000006045	Complete	PKNH_1117300.1:pep	399.9	335
EPrGT00050000006077	Complete	PKNH_0926300.1:pep	117.5	78
EPrGT00050000006079	Complete	PKNH_1250700.1:pep	124.8	74
EPrGT00050000006089	Complete	PKNH_1267800.1:pep	378.1	214
EPrGT00050000006094	Complete	PKNH_0802300.1:pep	175.1	99
EPrGT00050000006107	Missing
EPrGT00050000006117	Complete	PKNH_1013700.1:pep	152.4	114
EPrGT00050000006133	Complete	PKNH_0602100.1:pep	348.5	341
EPrGT00050000007812	Complete	PKNH_0819600.1:pep	330.6	282
EPrGT00060000009593	Complete	PKNH_0414400.1:pep	55.8	53
EPrGT00080000010433	Missing
EPrGT00080000010443	Missing
EPrGT00080000010466	Missing
EPrGT00080000010490	Missing
EPrGT00080000010691	Missing
EPrGT00100000018366	Complete	PKNH_0617200.1:pep	531.3	357
EPrGT00100000018398	Complete	PKNH_1216800.1:pep	421.2	323
EPrGT00100000018425	Complete	PKNH_1122100.1:pep	605.1	714
EPrGT00100000018436	Complete	PKNH_1425100.1:pep	673.9	697
EPrGT00130000022637	Complete	PKNH_1342900.1:pep	113.3	74
EPrGT00130000022638	Complete	PKNH_1405100.1:pep	99.0	85
EPrGT00130000022654	Complete	PKNH_0301700.1:pep	535.2	535
EPrGT00130000022657	Missing
EPrGT00130000022658	Missing
EPrGT00180000031562	Complete	PKNH_1234100.1:pep	493.6	694
EPrGT00180000031570	Complete	PKNH_0834100.1:pep	331.0	324
EPrGT00180000031577	Complete	PKNH_0934100.1:pep	287.7	212
EPrGT00300000062272	Complete	PKNH_0414900.1:pep	314.1	358
EPrGT00300000062282	Duplicated	PKNH_0511000.1:pep	357.6	219
EPrGT00300000062282	Duplicated	PKNH_1214600.1:pep	357.6	219
EPrGT00300000062282	Duplicated	PKNH_1461000.1:pep	357.6	219
EPrGT00300000062292	Complete	PKNH_1344500.1:pep	375.2	295
EPrGT00300000062294	Complete	PKNH_0422400.1:pep	197.6	230
EPrGT00300000062297	Complete	PKNH_1411900.1:pep	747.5	385
EPrGT00300000062306	Missing
EPrGT00300000062307	Missing
EPrGT00300000062311	Missing
EPrGT00300000062313	Complete	PKNH_0311600.1:pep	303.3	267
EPrGT00300000062326	Missing
EPrGT00300000062330	Complete	PKNH_1270400.1:pep	137.6	142
EPrGT00300000062331	Complete	PKNH_1458100.1:pep	537.6	421
EPrGT00300000062349	Complete	PKNH_0314700.1:pep	277.5	263
EPrGT00300000062353	Complete	PKNH_0924900.1:pep	119.6	64
EPrGT00310000125947	Complete	PKNH_0943900.1:pep	132.4	369
EPrGT00310000126007	Complete	PKNH_1143500.1:pep	922.6	812
EPrGT00310000126008	Complete	PKNH_1117900.1:pep	331.3	200
EPrGT00310000126010	Complete	PKNH_1419200.1:pep	922.4	1224
EPrGT00310000126014	Missing
EPrGT00310000126021	Missing
EPrGT00740000041381	Missing
