#gene_name	#distance_next_to_gene_after_end	#distance_before_to_gene
PKCLINC047_020008100	501	258
PKCLINC047_020008200	193	501
PKCLINC047_020008300	613	193
PKCLINC047_020008400	1083	613
PKCLINC047_020008500	458	1083
PKCLINC047_020008600	822	458
PKCLINC047_020008700	1043	822
PKCLINC047_020008800	1423	1043
PKCLINC047_020008900	636	1423
PKCLINC047_020009000	398	636
PKCLINC047_020009100	1156	398
PKCLINC047_020009200	2750	1156
PKCLINC047_020009300	1494	2750
PKCLINC047_020009400	563	1494
PKCLINC047_020009500	555	563
PKCLINC047_020009600	2411	555
PKCLINC047_020009700	938	2411
PKCLINC047_020009800	4372	938
PKCLINC047_020009900	1075	4372
PKCLINC047_020010000	1434	1075
PKCLINC047_020010100	48	1434
PKCLINC047_020010200	785	48
PKCLINC047_020010300	1147	785
PKCLINC047_020010400	5648	1147
PKCLINC047_020010500	5008	5648
PKCLINC047_020010600	966	5008
PKCLINC047_020010700	1585	966
PKCLINC047_020010800	343	1585
PKCLINC047_020010900	143	343
PKCLINC047_020011000	863	143
PKCLINC047_020011100	1322	863
PKCLINC047_020011200	1445	1322
PKCLINC047_020011300	1134	1445
PKCLINC047_020011400	787	1134
PKCLINC047_020011500	1479	787
PKCLINC047_020011600	2938	1479
PKCLINC047_020011700	985	2938
PKCLINC047_020011800	1632	985
PKCLINC047_020011900	1448	1632
PKCLINC047_020012000	332	1448
PKCLINC047_020012100	1621	332
PKCLINC047_020012200	842	1621
PKCLINC047_020012300	8766	842
PKCLINC047_020012500	9998	8766
PKCLINC047_020012700	12018	9998
PKCLINC047_020012800	889	12018
PKCLINC047_020012900	751	889
PKCLINC047_020013000	1375	751
PKCLINC047_020013100	1177	1375
PKCLINC047_020013200	414	1177
PKCLINC047_020013300	2995	414
PKCLINC047_020013400	1384	2995
PKCLINC047_020013500	771	1384
PKCLINC047_020013600	504	771
PKCLINC047_020013700	544	504
PKCLINC047_020013800	14998	544
PKCLINC047_020014000	1356	14998
PKCLINC047_020014100	2472	1356
PKCLINC047_020014200	1284	2472
PKCLINC047_020014300	2288	1284
PKCLINC047_020014400	433	2288
PKCLINC047_020014500	427	433
PKCLINC047_020014600	823	427
PKCLINC047_020014700	1926	823
PKCLINC047_020014800	1463	1926
PKCLINC047_020014900	1950	1463
PKCLINC047_020015000	2286	1950
PKCLINC047_020015100	1023	2286
PKCLINC047_020015200	1627	1023
PKCLINC047_020015300	1125	1627
PKCLINC047_020015400	1345	1125
PKCLINC047_020015500	1123	1345
PKCLINC047_020015600	1631	1123
PKCLINC047_020015700	255	1631
PKCLINC047_020015800	16691	255
PKCLINC047_020016000	501	16691
PKCLINC047_020016100	203	501
PKCLINC047_020016200	1334	203
PKCLINC047_020016300	818	1334
PKCLINC047_020016400	1024	818
PKCLINC047_020016500	1836	1024
PKCLINC047_020016600	1388	1836
PKCLINC047_020016700	1154	1388
PKCLINC047_020016800	726	1154
PKCLINC047_020016900	1125	726
PKCLINC047_020017000	183	1125
PKCLINC047_020017100	2345	183
PKCLINC047_020017200	2739	2345
PKCLINC047_020017300	1011	2739
PKCLINC047_020017400	17843	1011
PKCLINC047_020017600	636	17843
PKCLINC047_020017700	741	636
PKCLINC047_020017800	254	741
PKCLINC047_020017900	8876	254
PKCLINC047_020018100	2039	8876
PKCLINC047_020018200	103	2039
PKCLINC047_020018300	957	103
PKCLINC047_020018400	1606	957
PKCLINC047_020018500	1199	1606
PKCLINC047_020018600	953	1199
PKCLINC047_020018700	1407	953
PKCLINC047_020018800	6020	1407
PKCLINC047_020018900	1210	6020
PKCLINC047_020019000	1340	1210
PKCLINC047_020019100	286	1340
PKCLINC047_020019200	1890	286
PKCLINC047_020019300	1837	1890
PKCLINC047_020019400	344	1837
PKCLINC047_020019500	753	344
PKCLINC047_020019600	836	753
PKCLINC047_020019700	8170	836
PKCLINC047_020019800	3073	8170
PKCLINC047_020019900	1344	3073
PKCLINC047_020020000	3070	1344
PKCLINC047_020020100	1095	3070
PKCLINC047_020020200	2484	1095
PKCLINC047_020020300	1397	2484
PKCLINC047_020020400	753	1397
PKCLINC047_020020500	4695	753
PKCLINC047_020020600	2492	4695
PKCLINC047_020020700	0	2492
PKCLINC047_030005000	23379	0
PKCLINC047_030005500	5766	23379
PKCLINC047_030005600	4679	5766
PKCLINC047_030005700	1176	4679
PKCLINC047_030005800	4062	1176
PKCLINC047_030005900	3123	4062
PKCLINC047_030006000	4197	3123
PKCLINC047_030006100	2508	4197
PKCLINC047_030006200	672	2508
PKCLINC047_030006300	1587	672
PKCLINC047_030006400	558	1587
PKCLINC047_030006500	1789	558
PKCLINC047_030006600	1627	1789
PKCLINC047_030006700	2771	1627
PKCLINC047_030006800	1818	2771
PKCLINC047_030006900	7501	1818
PKCLINC047_030007000	2593	7501
PKCLINC047_030007100	6695	2593
PKCLINC047_030007200	616	6695
PKCLINC047_030007300	1137	616
PKCLINC047_030007400	3307	1137
PKCLINC047_030007500	968	3307
PKCLINC047_030007600	4823	968
PKCLINC047_030007800	1626	4823
PKCLINC047_030007900	7705	1626
PKCLINC047_030008000	376	7705
PKCLINC047_030008100	999	376
PKCLINC047_030008200	1547	999
PKCLINC047_030008300	1386	1547
PKCLINC047_030008400	1314	1386
PKCLINC047_030008500	3286	1314
PKCLINC047_030008600	1006	3286
PKCLINC047_030008700	3318	1006
PKCLINC047_030008800	668	3318
PKCLINC047_030008900	1040	668
PKCLINC047_030009000	571	1040
PKCLINC047_030009100	3663	571
PKCLINC047_030009200	1065	3663
PKCLINC047_030009300	3182	1065
PKCLINC047_030009400	1194	3182
PKCLINC047_030009500	3464	1194
PKCLINC047_030009600	1629	3464
PKCLINC047_030009700	7079	1629
PKCLINC047_030009900	964	7079
PKCLINC047_030010000	111	964
PKCLINC047_030010100	10381	111
PKCLINC047_030010300	916	10381
PKCLINC047_030010400	396	916
PKCLINC047_030010500	1830	396
PKCLINC047_030010600	841	1830
PKCLINC047_030010700	2229	841
PKCLINC047_030010800	2465	2229
PKCLINC047_030010900	768	2465
PKCLINC047_030011000	2213	768
PKCLINC047_030011100	702	2213
PKCLINC047_030011200	952	702
PKCLINC047_030011300	9283	952
PKCLINC047_030011600	1343	9283
PKCLINC047_030011700	1084	1343
PKCLINC047_030011800	4046	1084
PKCLINC047_030011900	969	4046
PKCLINC047_030012000	2212	969
PKCLINC047_030012100	1629	2212
PKCLINC047_030012200	705	1629
PKCLINC047_030012300	929	705
PKCLINC047_030012400	923	929
PKCLINC047_030012500	22249	923
PKCLINC047_030012900	444	22249
PKCLINC047_030013000	1334	444
PKCLINC047_030013100	1753	1334
PKCLINC047_030013200	2173	1753
PKCLINC047_030013300	619	2173
PKCLINC047_030013400	1176	619
PKCLINC047_030013500	1312	1176
PKCLINC047_030013600	810	1312
PKCLINC047_030013700	985	810
PKCLINC047_030013800	2871	985
PKCLINC047_030013900	564	2871
PKCLINC047_030014000	1996	564
PKCLINC047_030014100	553	1996
PKCLINC047_030014200	2331	553
PKCLINC047_030014300	560	2331
PKCLINC047_030014400	2648	560
PKCLINC047_030014500	573	2648
PKCLINC047_030014600	336	573
PKCLINC047_030014700	1202	336
PKCLINC047_030014800	216	1202
PKCLINC047_030014900	679	216
PKCLINC047_030015000	568	679
PKCLINC047_030015100	459	568
PKCLINC047_030015200	936	459
PKCLINC047_030015300	23400	936
PKCLINC047_030015600	1388	23400
PKCLINC047_030015700	583	1388
PKCLINC047_030015800	682	583
PKCLINC047_030015900	1929	682
PKCLINC047_030016000	870	1929
PKCLINC047_030016100	1248	870
PKCLINC047_030016200	1978	1248
PKCLINC047_030016300	1107	1978
PKCLINC047_030016400	234	1107
PKCLINC047_030016500	506	234
PKCLINC047_030016600	594	506
PKCLINC047_030016700	17896	594
PKCLINC047_030017000	4180	17896
PKCLINC047_030017100	1528	4180
PKCLINC047_030017200	2875	1528
PKCLINC047_030017300	7998	2875
PKCLINC047_030017500	204	7998
PKCLINC047_030017600	1370	204
PKCLINC047_030017700	1547	1370
PKCLINC047_030017800	2726	1547
PKCLINC047_030017900	1024	2726
PKCLINC047_030018000	1867	1024
PKCLINC047_030018100	1124	1867
PKCLINC047_030018200	1383	1124
PKCLINC047_030018300	59433	1383
PKCLINC047_030018800	7795	59433
PKCLINC047_030018900	7407	7795
PKCLINC047_030019000	1972	7407
PKCLINC047_030019100	1588	1972
PKCLINC047_030019200	5916	1588
PKCLINC047_030019400	1020	5916
PKCLINC047_030019500	21080	1020
PKCLINC047_030019600	3070	21080
PKCLINC047_030019700	2496	3070
PKCLINC047_030019800	1302	2496
PKCLINC047_030019900	579	1302
PKCLINC047_030020000	1293	579
PKCLINC047_030020100	1922	1293
PKCLINC047_030020200	422	1922
PKCLINC047_030020300	1810	422
PKCLINC047_030020400	1886	1810
PKCLINC047_030020500	2243	1886
PKCLINC047_030020600	504	2243
PKCLINC047_030020700	623	504
PKCLINC047_030020800	399	623
PKCLINC047_030020900	136	399
PKCLINC047_030021000	505	136
PKCLINC047_030021100	385	505
PKCLINC047_030021200	1857	385
PKCLINC047_030021300	637	1857
PKCLINC047_030021400	428	637
PKCLINC047_030021500	1666	428
PKCLINC047_030021600	783	1666
PKCLINC047_030021700	160	783
PKCLINC047_030021800	1740	160
PKCLINC047_030021900	2004	1740
PKCLINC047_030022000	1038	2004
PKCLINC047_030022100	927	1038
PKCLINC047_030022200	1459	927
PKCLINC047_030022300	3074	1459
PKCLINC047_030022500	3396	3074
PKCLINC047_030022600	1162	3396
PKCLINC047_030022700	811	1162
PKCLINC047_030022800	1614	811
PKCLINC047_030022900	1029	1614
PKCLINC047_030023000	1013	1029
PKCLINC047_030023100	4937	1013
PKCLINC047_030023300	586	4937
PKCLINC047_030023400	834	586
PKCLINC047_030023500	1144	834
PKCLINC047_030023600	2921	1144
PKCLINC047_030023800	1047	2921
PKCLINC047_030023900	993	1047
PKCLINC047_030024000	1049	993
PKCLINC047_030024100	2121	1049
PKCLINC047_030024200	468	2121
PKCLINC047_030024300	1271	468
PKCLINC047_030024400	764	1271
PKCLINC047_030024500	771	764
PKCLINC047_030024600	1374	771
PKCLINC047_030024700	513	1374
PKCLINC047_030024800	2359	513
PKCLINC047_030024900	1481	2359
PKCLINC047_030025000	3419	1481
PKCLINC047_030025100	1380	3419
PKCLINC047_030025200	1275	1380
PKCLINC047_030025300	756	1275
PKCLINC047_030025400	406	756
PKCLINC047_030025500	14506	406
PKCLINC047_030025700	2932	14506
PKCLINC047_030025800	1043	2932
PKCLINC047_030025900	1591	1043
PKCLINC047_030026000	516	1591
PKCLINC047_030026100	495	516
PKCLINC047_030026200	4842	495
PKCLINC047_030026300	22033	4842
PKCLINC047_030026400	1992	22033
PKCLINC047_030026500	8112	1992
PKCLINC047_030026600	5613	8112
PKCLINC047_030026700	8410	5613
PKCLINC047_030026900	0	8410
PKCLINC047_040005000	3670	0
PKCLINC047_040005100	2108	3670
PKCLINC047_040005200	2817	2108
PKCLINC047_040005300	2041	2817
PKCLINC047_040005400	3744	2041
PKCLINC047_040005500	3378	3744
PKCLINC047_040005600	2319	3378
PKCLINC047_040005700	1809	2319
PKCLINC047_040005800	1094	1809
PKCLINC047_040005900	773	1094
PKCLINC047_040006000	1011	773
PKCLINC047_040006100	530	1011
PKCLINC047_040006200	1409	530
PKCLINC047_040006300	5016	1409
PKCLINC047_040006400	1018	5016
PKCLINC047_040006500	1536	1018
PKCLINC047_040006600	1497	1536
PKCLINC047_040006700	797	1497
PKCLINC047_040006800	2165	797
PKCLINC047_040006900	676	2165
PKCLINC047_040007000	777	676
PKCLINC047_040007100	2051	777
PKCLINC047_040007200	718	2051
PKCLINC047_040007300	2155	718
PKCLINC047_040007400	7382	2155
PKCLINC047_040007600	2673	7382
PKCLINC047_040007700	1519	2673
PKCLINC047_040007800	965	1519
PKCLINC047_040007900	253	965
PKCLINC047_040008000	1943	253
PKCLINC047_040008100	243	1943
PKCLINC047_040008200	1619	243
PKCLINC047_040008300	534	1619
PKCLINC047_040008400	1798	534
PKCLINC047_040008500	2472	1798
PKCLINC047_040008600	1040	2472
PKCLINC047_040008700	6319	1040
PKCLINC047_040009000	297	6319
PKCLINC047_040009100	1572	297
PKCLINC047_040009200	1512	1572
PKCLINC047_040009300	433	1512
PKCLINC047_040009400	1889	433
PKCLINC047_040009500	641	1889
PKCLINC047_040009600	5623	641
PKCLINC047_040009800	2287	5623
PKCLINC047_040009900	2258	2287
PKCLINC047_040010000	8038	2258
PKCLINC047_040010200	2986	8038
PKCLINC047_040010300	1241	2986
PKCLINC047_040010400	2882	1241
PKCLINC047_040010500	1616	2882
PKCLINC047_040010600	512	1616
PKCLINC047_040010700	837	512
PKCLINC047_040010800	2128	837
PKCLINC047_040010900	557	2128
PKCLINC047_040011000	1554	557
PKCLINC047_040011100	14275	1554
PKCLINC047_040011400	1472	14275
PKCLINC047_040011500	29955	1472
PKCLINC047_040011600	1878	29955
PKCLINC047_040011700	879	1878
PKCLINC047_040011800	168	879
PKCLINC047_040011900	362	168
PKCLINC047_040012000	77	362
PKCLINC047_040012100	1247	77
PKCLINC047_040012200	1713	1247
PKCLINC047_040012300	1735	1713
PKCLINC047_040012400	16469	1735
PKCLINC047_040012500	3771	16469
PKCLINC047_040012700	914	3771
PKCLINC047_040012800	2319	914
PKCLINC047_040012900	411	2319
PKCLINC047_040013000	1420	411
PKCLINC047_040013100	13810	1420
PKCLINC047_040013300	2646	13810
PKCLINC047_040013400	833	2646
PKCLINC047_040013500	2986	833
PKCLINC047_040013600	1118	2986
PKCLINC047_040013700	188	1118
PKCLINC047_040013800	6331	188
PKCLINC047_040014000	42	6331
PKCLINC047_040014100	1285	42
PKCLINC047_040014200	1836	1285
PKCLINC047_040014300	722	1836
PKCLINC047_040014400	1015	722
PKCLINC047_040014500	543	1015
PKCLINC047_040014600	11118	543
PKCLINC047_040014700	3870	11118
PKCLINC047_040014800	1059	3870
PKCLINC047_040014900	2351	1059
PKCLINC047_040015000	512	2351
PKCLINC047_040015100	707	512
PKCLINC047_040015200	1133	707
PKCLINC047_040015300	9505	1133
PKCLINC047_040015500	1807	9505
PKCLINC047_040015600	3811	1807
PKCLINC047_040015700	1964	3811
PKCLINC047_040015800	1061	1964
PKCLINC047_040015900	1548	1061
PKCLINC047_040016000	723	1548
PKCLINC047_040016100	2158	723
PKCLINC047_040016300	1843	2158
PKCLINC047_040016400	997	1843
PKCLINC047_040016500	1619	997
PKCLINC047_040016600	1597	1619
PKCLINC047_040016700	984	1597
PKCLINC047_040016800	422	984
PKCLINC047_040016900	1433	422
PKCLINC047_040017000	3532	1433
PKCLINC047_040017100	557	3532
PKCLINC047_040017200	1079	557
PKCLINC047_040017300	313	1079
PKCLINC047_040017400	1905	313
PKCLINC047_040017500	2706	1905
PKCLINC047_040017600	1765	2706
PKCLINC047_040017700	2000	1765
PKCLINC047_040017800	1079	2000
PKCLINC047_040017900	6096	1079
PKCLINC047_040018100	2182	6096
PKCLINC047_040018200	1513	2182
PKCLINC047_040018300	806	1513
PKCLINC047_040018400	3546	806
PKCLINC047_040018500	1210	3546
PKCLINC047_040018600	654	1210
PKCLINC047_040018700	880	654
PKCLINC047_040018800	4530	880
PKCLINC047_040018900	603	4530
PKCLINC047_040019000	1147	603
PKCLINC047_040019100	2277	1147
PKCLINC047_040019200	6124	2277
PKCLINC047_040019400	1896	6124
PKCLINC047_040019500	296	1896
PKCLINC047_040019600	1397	296
PKCLINC047_040019700	2252	1397
PKCLINC047_040019800	255	2252
PKCLINC047_040019900	1023	255
PKCLINC047_040020000	879	1023
PKCLINC047_040020100	629	879
PKCLINC047_040020200	2643	629
PKCLINC047_040020400	704	2643
PKCLINC047_040020500	3261	704
PKCLINC047_040020600	1556	3261
PKCLINC047_040020700	1466	1556
PKCLINC047_040020800	833	1466
PKCLINC047_040020900	421	833
PKCLINC047_040021000	14401	421
PKCLINC047_040021100	1983	14401
PKCLINC047_040021200	3891	1983
PKCLINC047_040021300	1299	3891
PKCLINC047_040021400	848	1299
PKCLINC047_040021500	1861	848
PKCLINC047_040021600	1895	1861
PKCLINC047_040021700	606	1895
PKCLINC047_040021800	1472	606
PKCLINC047_040021900	1697	1472
PKCLINC047_040022000	618	1697
PKCLINC047_040022100	1127	618
PKCLINC047_040022200	1221	1127
PKCLINC047_040022300	3198	1221
PKCLINC047_040022400	347	3198
PKCLINC047_040022500	530	347
PKCLINC047_040022600	666	530
PKCLINC047_040022700	1015	666
PKCLINC047_040022800	3395	1015
PKCLINC047_040022900	4408	3395
PKCLINC047_040023000	2792	4408
PKCLINC047_040023100	6149	2792
PKCLINC047_040023300	1005	6149
PKCLINC047_040023400	116	1005
PKCLINC047_040023500	1544	116
PKCLINC047_040023600	1929	1544
PKCLINC047_040023700	1216	1929
PKCLINC047_040023800	1022	1216
PKCLINC047_040023900	5099	1022
PKCLINC047_040024100	2967	5099
PKCLINC047_040024200	708	2967
PKCLINC047_040024300	4402	708
PKCLINC047_040024400	4303	4402
PKCLINC047_040024500	184	4303
PKCLINC047_040024600	1114	184
PKCLINC047_040024700	3103	1114
PKCLINC047_040024800	355	3103
PKCLINC047_040024900	778	355
PKCLINC047_040025000	919	778
PKCLINC047_040025100	3304	919
PKCLINC047_040025200	814	3304
PKCLINC047_040025300	1690	814
PKCLINC047_040025400	1566	1690
PKCLINC047_040025500	1478	1566
PKCLINC047_040025600	2465	1478
PKCLINC047_040025700	826	2465
PKCLINC047_040025800	1424	826
PKCLINC047_040025900	176	1424
PKCLINC047_040026000	2434	176
PKCLINC047_040026100	784	2434
PKCLINC047_040026200	2911	784
PKCLINC047_040026300	1686	2911
PKCLINC047_040026400	442	1686
PKCLINC047_040026500	11060	442
PKCLINC047_040026700	362	11060
PKCLINC047_040026800	2386	362
PKCLINC047_040026900	1837	2386
PKCLINC047_040027000	6	1837
PKCLINC047_040027100	3158	6
PKCLINC047_040027200	1533	3158
PKCLINC047_040027300	707	1533
PKCLINC047_040027400	546	707
PKCLINC047_040027500	1711	546
PKCLINC047_040027600	133	1711
PKCLINC047_040027700	682	133
PKCLINC047_040027800	1999	682
PKCLINC047_040027900	9368	1999
PKCLINC047_040028000	2224	9368
PKCLINC047_040028100	660	2224
PKCLINC047_040028200	4615	660
PKCLINC047_040028300	2426	4615
PKCLINC047_040028400	1503	2426
PKCLINC047_040028500	1355	1503
PKCLINC047_040028600	578	1355
PKCLINC047_040028700	2056	578
PKCLINC047_040028800	3377	2056
PKCLINC047_040028900	1716	3377
PKCLINC047_040029000	107	1716
PKCLINC047_040029100	15832	107
PKCLINC047_040029200	28838	15832
PKCLINC047_040029700	0	28838
PKCLINC047_050005000	3236	0
PKCLINC047_050005200	12212	3236
PKCLINC047_050005500	4564	12212
PKCLINC047_050005600	15824	4564
PKCLINC047_050005700	2785	15824
PKCLINC047_050005800	2840	2785
PKCLINC047_050005900	1508	2840
PKCLINC047_050006000	2804	1508
PKCLINC047_050006100	5869	2804
PKCLINC047_050006200	5435	5869
PKCLINC047_050006300	2096	5435
PKCLINC047_050006400	2670	2096
PKCLINC047_050006500	2371	2670
PKCLINC047_050006600	3378	2371
PKCLINC047_050006700	2212	3378
PKCLINC047_050006800	11564	2212
PKCLINC047_050006900	2704	11564
PKCLINC047_050007000	215	2704
PKCLINC047_050007100	987	215
PKCLINC047_050007200	2068	987
PKCLINC047_050007300	568	2068
PKCLINC047_050007400	4861	568
PKCLINC047_050007500	104	4861
PKCLINC047_050007600	942	104
PKCLINC047_050007700	1547	942
PKCLINC047_050007800	1154	1547
PKCLINC047_050007900	1787	1154
PKCLINC047_050008000	163	1787
PKCLINC047_050008100	1017	163
PKCLINC047_050008200	780	1017
PKCLINC047_050008300	2043	780
