geneid	fiveprime	threeprime	Class
PKCLINC048_020012500	975	2924	NA
PKCLINC048_020012600	1630	975	NA
PKCLINC048_020012700	1439	1630	busco
PKCLINC048_020012800	330	1439	NA
PKCLINC048_020012900	1666	330	NA
PKCLINC048_020013000	860	1666	NA
PKCLINC048_020013100	40399	860	NA
PKCLINC048_020013700	6508	40399	NA
PKCLINC048_020013800	885	6508	NA
PKCLINC048_020013900	750	885	NA
PKCLINC048_020014000	1329	750	NA
PKCLINC048_020014100	1175	1329	NA
PKCLINC048_020014200	417	1175	NA
PKCLINC048_020014300	3028	417	NA
PKCLINC048_020014400	1382	3028	NA
PKCLINC048_020014500	774	1382	NA
PKCLINC048_020014600	521	774	NA
PKCLINC048_020014700	534	521	NA
PKCLINC048_020014800	14947	534	NA
PKCLINC048_020015000	1329	14947	NA
PKCLINC048_020015100	2192	1329	NA
PKCLINC048_020015200	1285	2192	NA
PKCLINC048_020015300	2274	1285	NA
PKCLINC048_020015400	431	2274	NA
PKCLINC048_020015500	450	431	NA
PKCLINC048_020015600	819	450	NA
PKCLINC048_020015700	1919	819	NA
PKCLINC048_020015800	1484	1919	NA
PKCLINC048_020015900	2059	1484	NA
PKCLINC048_020016000	2310	2059	NA
PKCLINC048_020016100	1570	2310	KIR
PKCLINC048_020016200	1128	1570	NA
PKCLINC048_020016300	1344	1128	NA
PKCLINC048_020016400	1152	1344	NA
PKCLINC048_020016500	1630	1152	NA
PKCLINC048_020016600	238	1630	NA
PKCLINC048_020016700	16626	238	NA
PKCLINC048_020016900	500	16626	NA
PKCLINC048_020017000	203	500	NA
PKCLINC048_020017100	1341	203	NA
PKCLINC048_020017200	853	1341	NA
PKCLINC048_020017300	1037	853	NA
PKCLINC048_020017400	1815	1037	NA
PKCLINC048_020017500	1397	1815	NA
PKCLINC048_020017600	1149	1397	NA
PKCLINC048_020017700	724	1149	NA
PKCLINC048_020017800	1127	724	NA
PKCLINC048_020017900	183	1127	NA
PKCLINC048_020018000	2350	183	NA
PKCLINC048_020018100	2745	2350	NA
PKCLINC048_020018200	1015	2745	NA
PKCLINC048_020018300	17794	1015	busco
PKCLINC048_020018500	2047	17794	NA
PKCLINC048_020018700	254	2047	NA
PKCLINC048_020018800	8864	254	NA
PKCLINC048_020019000	2041	8864	NA
PKCLINC048_020019100	105	2041	NA
PKCLINC048_020019200	949	105	NA
PKCLINC048_020019300	1607	949	NA
PKCLINC048_020019400	1189	1607	NA
PKCLINC048_020019500	953	1189	NA
PKCLINC048_020019600	1400	953	NA
PKCLINC048_020019700	7559	1400	NA
PKCLINC048_020019800	8356	7559	NA
PKCLINC048_020019900	970	8356	NA
PKCLINC048_020020000	1359	970	NA
PKCLINC048_020020100	285	1359	NA
PKCLINC048_020020200	1890	285	NA
PKCLINC048_020020300	1818	1890	NA
PKCLINC048_020020400	344	1818	NA
PKCLINC048_020020500	766	344	NA
PKCLINC048_020020600	838	766	NA
PKCLINC048_020020700	8075	838	NA
PKCLINC048_020020800	3067	8075	NA
PKCLINC048_020020900	1354	3067	NA
PKCLINC048_020021000	3081	1354	NA
PKCLINC048_020021100	1102	3081	NA
PKCLINC048_020021200	2446	1102	NA
PKCLINC048_020021300	1399	2446	NA
PKCLINC048_020021400	3215	1399	NA
PKCLINC048_020021500	4707	3215	NA
PKCLINC048_020021600	2543	4707	NA
PKCLINC048_020021700	3939	2543	NA
PKCLINC048_020021800	4452	3939	NA
PKCLINC048_020022000	1601	4452	NA
PKCLINC048_020022100	0	1601	sicavarI
PKCLINC048_030005000	36751	0	sicavarI
PKCLINC048_030005700	12527	36751	NA
PKCLINC048_030005900	3141	12527	NA
PKCLINC048_030006000	4163	3141	NA
PKCLINC048_030006100	2531	4163	NA
PKCLINC048_030006200	670	2531	NA
PKCLINC048_030006300	1399	670	NA
PKCLINC048_030006400	558	1399	NA
PKCLINC048_030006500	1784	558	NA
PKCLINC048_030006600	1616	1784	NA
PKCLINC048_030006700	2900	1616	NA
PKCLINC048_030006800	1818	2900	NA
PKCLINC048_030006900	7474	1818	NA
PKCLINC048_030007000	2621	7474	busco
PKCLINC048_030007100	6696	2621	NA
PKCLINC048_030007200	615	6696	NA
PKCLINC048_030007300	1133	615	NA
PKCLINC048_030007400	3266	1133	NA
PKCLINC048_030007500	976	3266	NA
PKCLINC048_030007600	2076	976	NA
PKCLINC048_030007700	1722	2076	NA
PKCLINC048_030007800	1694	1722	NA
PKCLINC048_030007900	7775	1694	NA
PKCLINC048_030008000	3844	7775	NA
PKCLINC048_030008200	1518	3844	NA
PKCLINC048_030008300	1348	1518	NA
PKCLINC048_030008400	1310	1348	NA
PKCLINC048_030008500	3255	1310	NA
PKCLINC048_030008600	1017	3255	NA
PKCLINC048_030008700	3367	1017	NA
PKCLINC048_030008800	657	3367	busco
PKCLINC048_030008900	1024	657	NA
PKCLINC048_030009000	570	1024	NA
PKCLINC048_030009100	3685	570	NA
PKCLINC048_030009200	1063	3685	NA
PKCLINC048_030009300	3033	1063	NA
PKCLINC048_030009400	1212	3033	NA
PKCLINC048_030009500	3490	1212	NA
PKCLINC048_030009600	1624	3490	NA
PKCLINC048_030009700	6913	1624	NA
PKCLINC048_030009900	951	6913	NA
PKCLINC048_030010000	111	951	NA
PKCLINC048_030010100	10357	111	NA
PKCLINC048_030010300	913	10357	NA
PKCLINC048_030010400	397	913	NA
PKCLINC048_030010500	1572	397	NA
PKCLINC048_030010600	834	1572	NA
PKCLINC048_030010700	2239	834	NA
PKCLINC048_030010800	2456	2239	NA
PKCLINC048_030010900	653	2456	NA
PKCLINC048_030011000	2201	653	NA
PKCLINC048_030011100	706	2201	NA
PKCLINC048_030011200	943	706	NA
PKCLINC048_030011300	7207	943	NA
PKCLINC048_030011500	487	7207	NA
PKCLINC048_030011600	1354	487	NA
PKCLINC048_030011700	1087	1354	NA
PKCLINC048_030011800	4061	1087	NA
PKCLINC048_030011900	891	4061	NA
PKCLINC048_030012000	2194	891	NA
PKCLINC048_030012100	1746	2194	NA
PKCLINC048_030012200	706	1746	NA
PKCLINC048_030012300	919	706	NA
PKCLINC048_030012400	930	919	NA
PKCLINC048_030012500	5753	930	busco
PKCLINC048_030012600	1172	5753	sicavarI
PKCLINC048_030012700	1532	1172	NA
PKCLINC048_030012800	462	1532	NA
PKCLINC048_030012900	1344	462	NA
PKCLINC048_030013000	1744	1344	NA
PKCLINC048_030013100	2173	1744	NA
PKCLINC048_030013200	619	2173	NA
PKCLINC048_030013300	1156	619	NA
PKCLINC048_030013400	1304	1156	NA
PKCLINC048_030013500	835	1304	NA
PKCLINC048_030013600	971	835	NA
PKCLINC048_030013700	2883	971	NA
PKCLINC048_030013800	564	2883	busco
PKCLINC048_030013900	1990	564	NA
PKCLINC048_030014000	561	1990	NA
PKCLINC048_030014100	2397	561	NA
PKCLINC048_030014200	544	2397	NA
PKCLINC048_030014300	2626	544	NA
PKCLINC048_030014400	545	2626	NA
PKCLINC048_030014500	331	545	NA
PKCLINC048_030014600	1204	331	NA
PKCLINC048_030014700	218	1204	NA
PKCLINC048_030014800	668	218	NA
PKCLINC048_030014900	578	668	NA
PKCLINC048_030015000	458	578	NA
PKCLINC048_030015100	946	458	NA
PKCLINC048_030015200	14236	946	NA
PKCLINC048_030015400	2671	14236	NA
PKCLINC048_030015500	1431	2671	NA
PKCLINC048_030015600	688	1431	NA
PKCLINC048_030015700	682	688	NA
PKCLINC048_030015800	1906	682	NA
PKCLINC048_030015900	973	1906	NA
PKCLINC048_030016000	31823	973	NA
PKCLINC048_030016100	1709	31823	NA
PKCLINC048_030016200	4247	1709	busco
PKCLINC048_030016300	1522	4247	NA
PKCLINC048_030016400	5526	1522	NA
PKCLINC048_030016600	204	5526	NA
PKCLINC048_030016700	1360	204	NA
PKCLINC048_030016800	1551	1360	NA
PKCLINC048_030016900	2720	1551	NA
PKCLINC048_030017000	1106	2720	NA
PKCLINC048_030017100	1887	1106	NA
PKCLINC048_030017200	1124	1887	NA
PKCLINC048_030017300	1363	1124	NA
PKCLINC048_030017400	1188	1363	NA
PKCLINC048_030017500	19955	1188	NA
PKCLINC048_030017700	18780	19955	sicavarI
PKCLINC048_030017800	3178	18780	sicavarI
PKCLINC048_030017900	889	3178	NA
PKCLINC048_030018000	7436	889	NA
PKCLINC048_030018100	1959	7436	NA
PKCLINC048_030018200	1586	1959	NA
PKCLINC048_030018300	1166	1586	busco
PKCLINC048_030018400	580	1166	NA
PKCLINC048_030018500	14468	580	NA
PKCLINC048_030018800	32452	14468	sicavarI
PKCLINC048_030019000	3795	32452	NA
PKCLINC048_030019100	2501	3795	NA
PKCLINC048_030019200	1351	2501	NA
PKCLINC048_030019300	605	1351	NA
PKCLINC048_030019400	1292	605	NA
PKCLINC048_030019500	1928	1292	NA
PKCLINC048_030019600	413	1928	busco
PKCLINC048_030019700	1693	413	NA
PKCLINC048_030019800	1873	1693	NA
PKCLINC048_030019900	2239	1873	NA
PKCLINC048_030020000	510	2239	busco
PKCLINC048_030020100	853	510	NA
PKCLINC048_030020200	417	853	NA
PKCLINC048_030020300	136	417	NA
PKCLINC048_030020400	506	136	NA
PKCLINC048_030020500	474	506	NA
PKCLINC048_030020600	1872	474	NA
PKCLINC048_030020700	636	1872	NA
PKCLINC048_030020800	426	636	NA
PKCLINC048_030020900	1678	426	NA
PKCLINC048_030021000	769	1678	NA
PKCLINC048_030021100	160	769	NA
PKCLINC048_030021200	1125	160	NA
PKCLINC048_030021300	480	1125	NA
PKCLINC048_030021400	2029	480	NA
PKCLINC048_030021500	1111	2029	NA
PKCLINC048_030021600	907	1111	NA
PKCLINC048_030021700	1451	907	NA
PKCLINC048_030021800	317	1451	NA
PKCLINC048_030021900	366	317	NA
PKCLINC048_030022000	3393	366	NA
PKCLINC048_030022100	1163	3393	NA
PKCLINC048_030022200	885	1163	NA
PKCLINC048_030022300	1607	885	NA
PKCLINC048_030022400	1051	1607	NA
PKCLINC048_030022500	1005	1051	busco
PKCLINC048_030022600	517	1005	NA
PKCLINC048_030022700	1492	517	NA
PKCLINC048_030022800	475	1492	NA
PKCLINC048_030022900	840	475	NA
PKCLINC048_030023000	1110	840	busco
PKCLINC048_030023100	2927	1110	NA
PKCLINC048_030023300	1053	2927	NA
PKCLINC048_030023400	1006	1053	NA
PKCLINC048_030023500	1062	1006	NA
PKCLINC048_030023600	2108	1062	NA
PKCLINC048_030023700	463	2108	NA
PKCLINC048_030023800	1255	463	NA
PKCLINC048_030023900	787	1255	NA
PKCLINC048_030024000	782	787	NA
PKCLINC048_030024100	1371	782	NA
PKCLINC048_030024200	499	1371	NA
PKCLINC048_030024300	2440	499	NA
PKCLINC048_030024400	1477	2440	NA
PKCLINC048_030024500	3450	1477	NA
PKCLINC048_030024600	114	3450	NA
PKCLINC048_030024700	703	114	NA
PKCLINC048_030024800	1273	703	NA
PKCLINC048_030024900	747	1273	NA
PKCLINC048_030025000	407	747	NA
PKCLINC048_030025100	14567	407	NA
PKCLINC048_030025300	2919	14567	NA
PKCLINC048_030025400	1048	2919	NA
PKCLINC048_030025500	1598	1048	NA
PKCLINC048_030025600	517	1598	NA
PKCLINC048_030025700	494	517	busco
PKCLINC048_030025800	4855	494	NA
PKCLINC048_030025900	14935	4855	NA
PKCLINC048_030026100	6795	14935	NA
PKCLINC048_030026200	1984	6795	NA
PKCLINC048_030026300	8135	1984	NA
PKCLINC048_030026400	5598	8135	NA
PKCLINC048_030026500	2539	5598	NA
PKCLINC048_030026600	25239	2539	NA
PKCLINC048_030026900	16759	25239	sicavarI
PKCLINC048_030027300	0	16759	sicavarI
PKCLINC048_040005000	8706	0	NA
PKCLINC048_040005100	8854	8706	sicavarI
PKCLINC048_040005200	9029	8854	sicavarI
PKCLINC048_040005300	110	9029	NA
PKCLINC048_040005400	3436	110	NA
PKCLINC048_040005500	3715	3436	NA
PKCLINC048_040005600	6679	3715	NA
PKCLINC048_040005800	2803	6679	NA
PKCLINC048_040005900	2063	2803	NA
PKCLINC048_040006000	3802	2063	NA
PKCLINC048_040006100	3398	3802	NA
PKCLINC048_040006200	2304	3398	NA
PKCLINC048_040006300	1812	2304	NA
PKCLINC048_040006400	1137	1812	NA
PKCLINC048_040006500	759	1137	NA
PKCLINC048_040006600	968	759	NA
PKCLINC048_040006700	537	968	NA
PKCLINC048_040006800	1412	537	NA
PKCLINC048_040006900	5002	1412	NA
PKCLINC048_040007000	985	5002	busco
PKCLINC048_040007100	1544	985	NA
PKCLINC048_040007200	1497	1544	busco
PKCLINC048_040007300	799	1497	NA
PKCLINC048_040007400	2204	799	NA
PKCLINC048_040007500	713	2204	NA
PKCLINC048_040007600	769	713	NA
PKCLINC048_040007700	2044	769	NA
PKCLINC048_040007800	715	2044	NA
PKCLINC048_040007900	2166	715	NA
PKCLINC048_040008000	7552	2166	NA
PKCLINC048_040008200	2700	7552	NA
PKCLINC048_040008300	1480	2700	NA
PKCLINC048_040008400	976	1480	NA
PKCLINC048_040008500	253	976	NA
PKCLINC048_040008600	1925	253	NA
PKCLINC048_040008700	251	1925	NA
PKCLINC048_040008800	1655	251	NA
PKCLINC048_040008900	486	1655	NA
PKCLINC048_040009000	1780	486	NA
PKCLINC048_040009100	2501	1780	NA
PKCLINC048_040009200	1024	2501	NA
PKCLINC048_040009300	899	1024	NA
PKCLINC048_040009400	2200	899	NA
PKCLINC048_040009600	295	2200	NA
PKCLINC048_040009700	1562	295	NA
PKCLINC048_040009800	1572	1562	NA
PKCLINC048_040009900	417	1572	NA
PKCLINC048_040010000	1883	417	NA
PKCLINC048_040010100	645	1883	NA
PKCLINC048_040010200	5512	645	NA
PKCLINC048_040010400	2288	5512	NA
PKCLINC048_040010500	2258	2288	NA
PKCLINC048_040010600	1086	2258	NA
PKCLINC048_040010700	1861	1086	NA
PKCLINC048_040010800	2963	1861	NA
PKCLINC048_040010900	9127	2963	NA
PKCLINC048_040011100	4319	9127	NA
PKCLINC048_040011300	863	4319	NA
PKCLINC048_040011400	2139	863	NA
PKCLINC048_040011500	527	2139	busco
PKCLINC048_040011600	1526	527	NA
PKCLINC048_040011700	35035	1526	NA
PKCLINC048_040012300	3696	35035	NA
PKCLINC048_040012400	1879	3696	NA
PKCLINC048_040012500	875	1879	NA
PKCLINC048_040012600	168	875	NA
PKCLINC048_040012700	361	168	NA
PKCLINC048_040012800	77	361	NA
PKCLINC048_040012900	1253	77	NA
PKCLINC048_040013000	1714	1253	NA
PKCLINC048_040013100	2211	1714	NA
PKCLINC048_040013200	2326	2211	sicavarI
PKCLINC048_040013300	728	2326	sicavarII
PKCLINC048_040013400	897	728	NA
PKCLINC048_040013500	2309	897	NA
PKCLINC048_040013600	413	2309	NA
PKCLINC048_040013700	15155	413	NA
PKCLINC048_040013900	815	15155	NA
PKCLINC048_040014000	2664	815	NA
PKCLINC048_040014100	836	2664	NA
PKCLINC048_040014200	3128	836	NA
PKCLINC048_040014300	1126	3128	NA
PKCLINC048_040014400	228	1126	NA
PKCLINC048_040014500	1761	228	NA
PKCLINC048_040014600	1614	1761	NA
PKCLINC048_040014700	3433	1614	NA
PKCLINC048_040014900	1838	3433	NA
PKCLINC048_040015000	729	1838	NA
PKCLINC048_040015100	1032	729	NA
PKCLINC048_040015200	543	1032	NA
PKCLINC048_040015300	11116	543	NA
PKCLINC048_040015400	3879	11116	NA
PKCLINC048_040015500	1061	3879	NA
PKCLINC048_040015600	2377	1061	NA
PKCLINC048_040015700	506	2377	NA
PKCLINC048_040015800	693	506	NA
PKCLINC048_040015900	1116	693	NA
PKCLINC048_040016000	2075	1116	NA
PKCLINC048_040016100	457	2075	NA
PKCLINC048_040016200	1792	457	NA
PKCLINC048_040016300	3795	1792	NA
PKCLINC048_040016400	1934	3795	NA
PKCLINC048_040016500	1105	1934	NA
PKCLINC048_040016600	1579	1105	NA
PKCLINC048_040016700	725	1579	NA
PKCLINC048_040016800	405	725	NA
PKCLINC048_040016900	964	405	NA
PKCLINC048_040017000	1831	964	NA
PKCLINC048_040017100	1007	1831	NA
PKCLINC048_040017200	1585	1007	NA
PKCLINC048_040017300	1632	1585	NA
PKCLINC048_040017400	975	1632	NA
PKCLINC048_040017500	397	975	NA
PKCLINC048_040017600	1431	397	NA
PKCLINC048_040017700	10052	1431	NA
PKCLINC048_040017900	1030	10052	NA
PKCLINC048_040018000	336	1030	busco
PKCLINC048_040018100	1882	336	NA
PKCLINC048_040018200	2565	1882	NA
PKCLINC048_040018300	1757	2565	NA
PKCLINC048_040018400	2025	1757	NA
PKCLINC048_040018500	1084	2025	NA
PKCLINC048_040018600	1375	1084	NA
PKCLINC048_040018700	1084	1375	NA
PKCLINC048_040018800	2212	1084	NA
PKCLINC048_040018900	1526	2212	NA
PKCLINC048_040019000	777	1526	NA
PKCLINC048_040019100	3545	777	NA
PKCLINC048_040019200	1240	3545	NA
PKCLINC048_040019300	663	1240	NA
PKCLINC048_040019400	875	663	NA
